order_id,parent_id,date_created,date_created_gmt,num_items_sold,total_sales,tax_total,shipping_total,net_total,returning_customer,status,customer_id,date_paid,date_completed
2697,0,2022-03-14 20:45:14,2022-03-14 20:45:14,1,1650.0,0,100,1550.0,0.0,wc-completed,14,2022-03-14 14:46:49,2022-05-03 22:53:24
2698,0,2022-03-14 21:23:09,2022-03-14 21:23:09,1,1750.0,0,100,1650.0,0.0,wc-trash,15,0000-00-00 00:00:00,0000-00-00 00:00:00
2699,0,2022-03-14 21:26:11,2022-03-14 21:26:11,2,4000.0,0,1000,3000.0,0.0,wc-trash,16,0000-00-00 00:00:00,0000-00-00 00:00:00
2700,0,2022-03-15 01:01:53,2022-03-15 01:01:53,1,1500.0,0,100,1400.0,0.0,wc-trash,17,0000-00-00 00:00:00,0000-00-00 00:00:00
2701,0,2022-03-15 01:12:42,2022-03-15 01:12:42,2,3050.0,0,100,2950.0,0.0,wc-completed,18,2022-03-14 19:14:41,2022-05-10 23:10:38
2702,0,2022-03-15 01:30:14,2022-03-15 01:30:14,2,4150.0,0,1000,3150.0,0.0,wc-trash,19,0000-00-00 00:00:00,0000-00-00 00:00:00
2703,0,2022-03-15 01:32:39,2022-03-15 01:32:39,1,1550.0,0,100,1450.0,0.0,wc-completed,20,2022-03-14 19:38:31,2022-05-03 23:02:36
2705,0,2022-03-15 01:46:41,2022-03-15 01:46:41,2,4000.0,0,100,3900.0,0.0,wc-trash,22,0000-00-00 00:00:00,0000-00-00 00:00:00
2706,0,2022-03-15 01:59:01,2022-03-15 01:59:01,1,2400.0,0,1000,1400.0,0.0,wc-trash,23,0000-00-00 00:00:00,0000-00-00 00:00:00
2707,0,2022-03-15 02:04:23,2022-03-15 02:04:23,1,1750.0,0,100,1650.0,0.0,wc-completed,24,2022-03-14 20:05:54,2022-05-10 23:10:39
2708,0,2022-03-15 02:17:03,2022-03-15 02:17:03,1,1850.0,0,100,1750.0,0.0,wc-trash,25,0000-00-00 00:00:00,0000-00-00 00:00:00
2709,0,2022-03-15 02:22:35,2022-03-15 02:22:35,2,3850.0,0,100,3750.0,0.0,wc-trash,26,0000-00-00 00:00:00,0000-00-00 00:00:00
2711,0,2022-03-15 03:09:00,2022-03-15 03:09:00,1,1500.0,0,100,1400.0,0.0,wc-trash,28,0000-00-00 00:00:00,0000-00-00 00:00:00
2712,0,2022-03-15 03:25:26,2022-03-15 03:25:26,1,1850.0,0,100,1750.0,0.0,wc-trash,29,0000-00-00 00:00:00,0000-00-00 00:00:00
2713,0,2022-03-15 03:30:04,2022-03-15 03:30:04,1,1500.0,0,100,1400.0,1.0,wc-trash,30,0000-00-00 00:00:00,0000-00-00 00:00:00
2714,0,2022-03-15 03:31:07,2022-03-15 03:31:07,1,1600.0,0,100,1500.0,0.0,wc-completed,31,2022-03-14 21:34:55,2022-04-19 05:04:12
2735,0,2022-03-15 03:36:48,2022-03-15 03:36:48,2,3050.0,0,100,2950.0,0.0,wc-completed,32,2022-03-15 02:47:50,2022-05-01 23:33:33
2830,0,2022-03-15 04:00:15,2022-03-15 04:00:15,1,1500.0,0,100,1400.0,0.0,wc-completed,30,2022-03-14 23:20:39,2022-04-25 03:55:05
2831,0,2022-03-15 04:01:09,2022-03-15 04:01:09,1,1650.0,0,100,1550.0,0.0,wc-completed,33,2022-03-14 22:04:57,2022-05-01 23:33:34
2832,0,2022-03-15 04:12:35,2022-03-15 04:12:35,1,2850.0,0,100,2750.0,0.0,wc-trash,2,0000-00-00 00:00:00,0000-00-00 00:00:00
2833,0,2022-03-15 04:14:36,2022-03-15 04:14:36,1,1700.0,0,100,1600.0,0.0,wc-completed,34,2022-03-14 22:15:58,2022-04-27 07:28:32
2834,0,2022-03-15 04:34:50,2022-03-15 04:34:50,1,1600.0,0,100,1500.0,0.0,wc-trash,36,0000-00-00 00:00:00,0000-00-00 00:00:00
2835,0,2022-03-15 04:36:22,2022-03-15 04:36:22,1,1700.0,0,100,1600.0,0.0,wc-completed,35,2022-03-14 22:37:43,2022-04-25 03:55:05
2836,0,2022-03-15 04:48:00,2022-03-15 04:48:00,1,1500.0,0,100,1400.0,0.0,wc-completed,37,2022-03-14 22:49:38,2022-04-19 05:04:13
2837,0,2022-03-15 05:03:26,2022-03-15 05:03:26,1,2400.0,0,100,2300.0,0.0,wc-completed,38,2022-03-14 23:15:42,2022-04-25 03:55:05
2838,0,2022-03-15 05:04:05,2022-03-15 05:04:05,2,3000.0,0,100,2900.0,0.0,wc-completed,39,2022-03-14 23:06:29,2022-04-27 07:28:32
2839,0,2022-03-15 05:09:11,2022-03-15 05:09:11,1,1500.0,0,100,1400.0,0.0,wc-trash,40,0000-00-00 00:00:00,0000-00-00 00:00:00
2840,0,2022-03-15 05:10:03,2022-03-15 05:10:03,1,1500.0,0,100,1400.0,0.0,wc-trash,41,0000-00-00 00:00:00,0000-00-00 00:00:00
2841,0,2022-03-15 05:10:32,2022-03-15 05:10:32,1,1850.0,0,100,1750.0,0.0,wc-trash,42,0000-00-00 00:00:00,0000-00-00 00:00:00
2842,0,2022-03-15 05:25:51,2022-03-15 05:25:51,1,1850.0,0,100,1750.0,0.0,wc-trash,43,0000-00-00 00:00:00,0000-00-00 00:00:00
2843,0,2022-03-15 05:33:25,2022-03-15 05:33:25,2,3250.0,0,100,3150.0,0.0,wc-trash,44,0000-00-00 00:00:00,0000-00-00 00:00:00
2844,0,2022-03-15 05:42:02,2022-03-15 05:42:02,2,3250.0,0,100,3150.0,0.0,wc-completed,45,2022-03-14 23:47:04,2022-04-27 07:28:33
2845,0,2022-03-15 05:42:23,2022-03-15 05:42:23,1,1700.0,0,100,1600.0,0.0,wc-completed,46,2022-03-14 23:53:07,2022-04-27 07:28:33
2846,0,2022-03-15 05:52:29,2022-03-15 05:52:29,2,3100.0,0,100,3000.0,0.0,wc-completed,47,2022-03-14 23:53:39,2022-04-25 04:51:41
2847,0,2022-03-15 05:58:00,2022-03-15 05:58:00,1,1850.0,0,100,1750.0,0.0,wc-trash,48,0000-00-00 00:00:00,0000-00-00 00:00:00
2848,0,2022-03-15 06:07:23,2022-03-15 06:07:23,1,1700.0,0,100,1600.0,0.0,wc-completed,49,2022-03-15 00:09:24,2022-05-01 23:33:34
2849,0,2022-03-15 07:10:53,2022-03-15 07:10:53,1,1650.0,0,100,1550.0,0.0,wc-trash,50,0000-00-00 00:00:00,0000-00-00 00:00:00
2850,0,2022-03-15 07:13:30,2022-03-15 07:13:30,1,1600.0,0,100,1500.0,0.0,wc-completed,51,2022-03-15 01:15:11,2022-04-19 05:04:13
2852,0,2022-03-15 07:56:15,2022-03-15 07:56:15,1,1500.0,0,100,1400.0,0.0,wc-trash,53,0000-00-00 00:00:00,0000-00-00 00:00:00
2853,0,2022-03-15 08:05:41,2022-03-15 08:05:41,1,1850.0,0,100,1750.0,0.0,wc-trash,54,0000-00-00 00:00:00,0000-00-00 00:00:00
2854,0,2022-03-15 08:26:00,2022-03-15 08:26:00,1,1700.0,0,100,1600.0,0.0,wc-completed,55,2022-03-15 02:27:01,2022-04-25 04:51:41
2856,0,2022-03-15 08:57:29,2022-03-15 08:57:29,1,1700.0,0,100,1600.0,0.0,wc-completed,57,2022-03-15 05:56:56,2022-04-25 04:51:41
2857,0,2022-03-15 09:33:04,2022-03-15 09:33:04,1,2250.0,0,100,2150.0,0.0,wc-trash,58,0000-00-00 00:00:00,0000-00-00 00:00:00
2858,0,2022-03-15 10:00:23,2022-03-15 10:00:23,1,1650.0,0,100,1550.0,0.0,wc-trash,50,0000-00-00 00:00:00,0000-00-00 00:00:00
2859,0,2022-03-15 10:12:13,2022-03-15 10:12:13,2,3250.0,0,100,3150.0,0.0,wc-completed,59,2022-03-15 04:16:32,2022-04-27 07:40:32
2860,0,2022-03-15 10:20:31,2022-03-15 10:20:31,2,2950.0,0,100,2850.0,0.0,wc-completed,60,2022-03-15 04:23:43,2022-05-01 23:33:34
2861,0,2022-03-15 10:21:22,2022-03-15 10:21:22,1,1650.0,0,100,1550.0,0.0,wc-completed,61,2022-03-15 06:40:43,2022-04-25 04:51:42
2862,0,2022-03-15 10:38:36,2022-03-15 10:38:36,1,1750.0,0,100,1650.0,0.0,wc-trash,62,0000-00-00 00:00:00,0000-00-00 00:00:00
2915,0,2022-03-15 11:25:58,2022-03-15 11:25:58,1,1700.0,0,100,1600.0,0.0,wc-completed,63,2022-03-15 05:34:43,2022-04-25 04:51:42
2937,0,2022-03-15 11:35:09,2022-03-15 11:35:09,1,1650.0,0,100,1550.0,0.0,wc-completed,64,2022-03-15 05:37:00,2022-04-25 04:51:42
2938,0,2022-03-15 11:35:39,2022-03-15 11:35:39,1,1700.0,0,100,1600.0,0.0,wc-trash,65,0000-00-00 00:00:00,0000-00-00 00:00:00
2956,0,2022-03-15 12:08:10,2022-03-15 12:08:10,1,2000.0,0,100,1900.0,0.0,wc-completed,66,2022-03-15 06:39:29,2022-04-25 04:51:43
2958,0,2022-03-15 12:27:44,2022-03-15 12:27:44,2,3250.0,0,100,3150.0,0.0,wc-trash,67,0000-00-00 00:00:00,0000-00-00 00:00:00
2959,0,2022-03-15 12:33:02,2022-03-15 12:33:02,1,1500.0,0,100,1400.0,0.0,wc-completed,68,2022-03-15 06:34:21,2022-04-25 04:51:43
2963,0,2022-03-15 12:48:12,2022-03-15 12:48:12,1,1650.0,0,100,1550.0,0.0,wc-completed,69,2022-03-15 06:50:00,2022-04-19 05:11:46
2977,0,2022-03-15 12:54:15,2022-03-15 12:54:15,1,1700.0,0,100,1600.0,0.0,wc-trash,71,0000-00-00 00:00:00,0000-00-00 00:00:00
2984,0,2022-03-15 12:55:35,2022-03-15 12:55:35,1,1650.0,0,100,1550.0,0.0,wc-trash,72,0000-00-00 00:00:00,0000-00-00 00:00:00
2989,0,2022-03-15 12:56:09,2022-03-15 12:56:09,1,1700.0,0,100,1600.0,0.0,wc-completed,73,2022-03-15 06:57:34,2022-04-26 04:24:38
2990,0,2022-03-15 13:14:25,2022-03-15 13:14:25,1,1750.0,0,100,1650.0,0.0,wc-completed,74,2022-03-15 07:15:45,2022-05-10 23:10:40
2991,0,2022-03-15 13:30:36,2022-03-15 13:30:36,2,3200.0,0,100,3100.0,0.0,wc-completed,76,2022-03-15 07:33:33,2022-04-27 07:58:03
2999,0,2022-03-15 13:32:00,2022-03-15 13:32:00,1,1700.0,0,100,1600.0,0.0,wc-trash,77,0000-00-00 00:00:00,0000-00-00 00:00:00
3000,0,2022-03-15 13:32:33,2022-03-15 13:32:33,1,1650.0,0,100,1550.0,0.0,wc-completed,78,2022-03-15 07:34:18,2022-04-25 04:51:43
3011,0,2022-03-15 13:33:59,2022-03-15 13:33:59,1,1700.0,0,100,1600.0,0.0,wc-trash,71,0000-00-00 00:00:00,0000-00-00 00:00:00
3034,0,2022-03-15 13:50:52,2022-03-15 13:50:52,1,1700.0,0,100,1600.0,0.0,wc-completed,79,2022-03-15 07:52:32,2022-04-25 04:51:43
3035,0,2022-03-15 14:00:07,2022-03-15 14:00:07,1,1500.0,0,100,1400.0,0.0,wc-completed,80,2022-03-15 08:01:52,2022-04-25 04:51:44
3067,0,2022-03-15 14:30:02,2022-03-15 14:30:02,1,1750.0,0,100,1650.0,0.0,wc-completed,81,2022-03-15 08:31:26,2022-04-25 04:51:44
3068,0,2022-03-15 15:02:45,2022-03-15 15:02:45,1,1700.0,0,100,1600.0,0.0,wc-trash,82,0000-00-00 00:00:00,0000-00-00 00:00:00
3069,0,2022-03-15 15:19:17,2022-03-15 15:19:17,1,1500.0,0,100,1400.0,0.0,wc-completed,28,2022-03-15 09:20:41,2022-04-25 04:51:44
3070,0,2022-03-15 15:35:18,2022-03-15 15:35:18,1,1600.0,0,100,1500.0,0.0,wc-trash,84,0000-00-00 00:00:00,0000-00-00 00:00:00
3071,0,2022-03-15 15:43:56,2022-03-15 15:43:56,1,1700.0,0,100,1600.0,0.0,wc-completed,85,2022-03-15 09:46:01,2022-04-25 04:51:44
3072,0,2022-03-15 16:22:13,2022-03-15 16:22:13,1,1700.0,0,100,1600.0,0.0,wc-completed,86,2022-03-16 06:45:44,2022-04-25 04:51:44
3074,0,2022-03-15 16:31:51,2022-03-15 16:31:51,1,1700.0,0,100,1600.0,0.0,wc-completed,0,2022-03-15 10:33:33,2022-04-25 04:51:45
3075,0,2022-03-15 16:40:55,2022-03-15 16:40:55,1,1650.0,0,100,1550.0,0.0,wc-trash,88,0000-00-00 00:00:00,0000-00-00 00:00:00
3110,0,2022-03-15 16:53:16,2022-03-15 16:53:16,1,2050.0,0,100,1950.0,0.0,wc-completed,89,2022-03-15 10:54:46,2022-04-27 07:58:03
3141,0,2022-03-15 17:12:47,2022-03-15 17:12:47,1,1500.0,0,100,1400.0,0.0,wc-trash,90,0000-00-00 00:00:00,0000-00-00 00:00:00
3185,0,2022-03-15 17:42:48,2022-03-15 17:42:48,1,1500.0,0,100,1400.0,0.0,wc-trash,91,0000-00-00 00:00:00,0000-00-00 00:00:00
3186,0,2022-03-15 17:44:58,2022-03-15 17:44:58,1,1700.0,0,100,1600.0,0.0,wc-trash,92,0000-00-00 00:00:00,0000-00-00 00:00:00
3187,0,2022-03-15 17:54:53,2022-03-15 17:54:53,1,1650.0,0,100,1550.0,0.0,wc-trash,93,0000-00-00 00:00:00,0000-00-00 00:00:00
3188,0,2022-03-15 18:08:20,2022-03-15 18:08:20,1,1650.0,0,100,1550.0,0.0,wc-completed,94,2022-03-15 12:10:23,2022-04-27 07:58:04
3189,0,2022-03-15 18:11:03,2022-03-15 18:11:03,1,1550.0,0,100,1450.0,0.0,wc-completed,95,2022-03-15 12:18:45,2022-04-25 04:51:45
3190,0,2022-03-15 18:18:12,2022-03-15 18:18:12,3,4700.0,0,100,4600.0,0.0,wc-completed,96,2022-03-15 12:19:19,2022-05-10 23:10:41
3191,0,2022-03-15 19:26:56,2022-03-15 19:26:56,1,1700.0,0,100,1600.0,0.0,wc-completed,97,2022-03-15 13:28:42,2022-04-27 07:58:04
3192,0,2022-03-15 22:54:35,2022-03-15 22:54:35,2,4100.0,0,1000,3100.0,0.0,wc-trash,98,0000-00-00 00:00:00,0000-00-00 00:00:00
3193,0,2022-03-15 23:10:27,2022-03-15 23:10:27,4,7050.0,0,1000,6050.0,0.0,wc-trash,99,0000-00-00 00:00:00,0000-00-00 00:00:00
3194,0,2022-03-16 01:47:44,2022-03-16 01:47:44,1,1750.0,0,100,1650.0,0.0,wc-completed,100,2022-03-15 19:50:04,2022-05-03 22:53:24
3195,0,2022-03-16 02:32:08,2022-03-16 02:32:08,1,1750.0,0,100,1650.0,0.0,wc-trash,101,0000-00-00 00:00:00,0000-00-00 00:00:00
3196,0,2022-03-16 02:34:53,2022-03-16 02:34:53,1,2600.0,0,1000,1600.0,0.0,wc-trash,102,0000-00-00 00:00:00,0000-00-00 00:00:00
3197,0,2022-03-16 02:42:08,2022-03-16 02:42:08,1,1500.0,0,100,1400.0,0.0,wc-completed,103,2022-03-15 20:44:56,2022-04-27 07:58:04
3198,0,2022-03-16 03:11:27,2022-03-16 03:11:27,1,2150.0,0,100,2050.0,0.0,wc-completed,104,2022-03-15 21:12:43,2022-07-25 23:16:10
3199,0,2022-03-16 03:38:00,2022-03-16 03:38:00,3,4800.0,0,100,4700.0,0.0,wc-trash,105,0000-00-00 00:00:00,0000-00-00 00:00:00
3200,0,2022-03-16 03:50:11,2022-03-16 03:50:11,1,1750.0,0,100,1650.0,0.0,wc-trash,65,0000-00-00 00:00:00,0000-00-00 00:00:00
3201,0,2022-03-16 03:58:25,2022-03-16 03:58:25,1,1750.0,0,100,1650.0,0.0,wc-completed,106,2022-03-15 22:01:09,2022-04-25 04:51:45
3202,0,2022-03-16 04:16:35,2022-03-16 04:16:35,1,1700.0,0,100,1600.0,1.0,wc-trash,107,0000-00-00 00:00:00,0000-00-00 00:00:00
3203,0,2022-03-16 04:17:49,2022-03-16 04:17:49,1,1700.0,0,100,1600.0,0.0,wc-completed,108,2022-03-15 22:20:59,2022-04-25 05:12:04
3204,0,2022-03-16 04:18:50,2022-03-16 04:18:50,1,1700.0,0,100,1600.0,0.0,wc-completed,107,2022-03-15 22:21:01,2022-04-25 05:12:05
3205,0,2022-03-16 04:19:54,2022-03-16 04:19:54,1,1600.0,0,100,1500.0,0.0,wc-completed,109,2022-03-15 22:20:57,2022-04-25 05:12:05
3206,0,2022-03-16 04:25:44,2022-03-16 04:25:44,1,1500.0,0,100,1400.0,0.0,wc-completed,110,2022-03-15 22:27:12,2022-04-27 08:15:29
3207,0,2022-03-16 04:30:37,2022-03-16 04:30:37,1,1700.0,0,100,1600.0,0.0,wc-completed,111,2022-03-15 22:32:58,2022-04-25 05:12:06
3208,0,2022-03-16 04:35:23,2022-03-16 04:35:23,1,1500.0,0,100,1400.0,0.0,wc-completed,112,2022-03-15 22:36:52,2022-04-25 05:12:06
3209,0,2022-03-16 04:41:32,2022-03-16 04:41:32,1,1700.0,0,100,1600.0,1.0,wc-trash,107,0000-00-00 00:00:00,0000-00-00 00:00:00
3210,0,2022-03-16 04:43:10,2022-03-16 04:43:10,1,1550.0,0,100,1450.0,0.0,wc-completed,113,2022-03-15 22:45:36,2022-04-25 05:12:06
3211,0,2022-03-16 05:14:13,2022-03-16 05:14:13,6,9000.0,0,100,8900.0,0.0,wc-completed,114,2022-03-15 23:17:15,2022-04-27 08:15:29
3212,0,2022-03-16 05:48:05,2022-03-16 05:48:05,1,1700.0,0,100,1600.0,0.0,wc-completed,115,2022-03-15 23:50:09,2022-04-25 05:12:06
3213,0,2022-03-16 05:55:05,2022-03-16 05:55:05,2,3100.0,0,100,3000.0,0.0,wc-trash,116,0000-00-00 00:00:00,0000-00-00 00:00:00
3215,0,2022-03-16 06:07:24,2022-03-16 06:07:24,1,1650.0,0,100,1550.0,0.0,wc-trash,117,0000-00-00 00:00:00,0000-00-00 00:00:00
3216,0,2022-03-16 06:18:23,2022-03-16 06:18:23,1,1650.0,0,100,1550.0,0.0,wc-completed,118,2022-03-16 00:25:35,2022-04-25 05:12:07
3217,0,2022-03-16 06:51:51,2022-03-16 06:51:51,1,1700.0,0,100,1600.0,0.0,wc-trash,119,0000-00-00 00:00:00,0000-00-00 00:00:00
3218,0,2022-03-16 06:52:35,2022-03-16 06:52:35,1,1750.0,0,100,1650.0,0.0,wc-completed,120,2022-03-16 01:00:49,2022-04-25 05:12:07
3220,0,2022-03-16 07:07:31,2022-03-16 07:07:31,1,1700.0,0,100,1600.0,0.0,wc-completed,122,2022-03-16 01:09:18,2022-04-25 05:12:07
3221,0,2022-03-16 07:35:25,2022-03-16 07:35:25,1,1650.0,0,100,1550.0,0.0,wc-completed,123,2022-03-16 01:36:59,2022-04-27 08:15:29
3222,0,2022-03-16 07:43:03,2022-03-16 07:43:03,1,1950.0,0,100,1850.0,0.0,wc-completed,124,2022-03-16 01:44:51,2022-04-27 08:15:29
3223,0,2022-03-16 07:49:19,2022-03-16 07:49:19,1,1700.0,0,100,1600.0,0.0,wc-completed,125,2022-03-16 01:51:54,2022-04-27 08:33:50
3224,0,2022-03-16 08:05:29,2022-03-16 08:05:29,1,1500.0,0,100,1400.0,0.0,wc-trash,126,0000-00-00 00:00:00,0000-00-00 00:00:00
3225,0,2022-03-16 08:13:59,2022-03-16 08:13:59,1,1500.0,0,100,1400.0,0.0,wc-completed,127,2022-03-16 02:24:48,2022-04-25 05:38:24
3226,0,2022-03-16 08:44:27,2022-03-16 08:44:27,1,1800.0,0,100,1700.0,0.0,wc-completed,128,2022-03-16 02:46:33,2022-05-01 23:33:34
3227,0,2022-03-16 08:52:21,2022-03-16 08:52:21,1,1800.0,0,100,1700.0,0.0,wc-completed,129,2022-03-16 02:53:26,2022-05-03 22:53:24
3228,0,2022-03-16 09:19:59,2022-03-16 09:19:59,3,4800.0,0,100,4700.0,0.0,wc-trash,130,0000-00-00 00:00:00,0000-00-00 00:00:00
3229,0,2022-03-16 09:29:14,2022-03-16 09:29:14,2,4000.0,0,1000,3000.0,0.0,wc-trash,131,0000-00-00 00:00:00,0000-00-00 00:00:00
3230,0,2022-03-16 09:41:06,2022-03-16 09:41:06,1,1600.0,0,100,1500.0,0.0,wc-completed,132,2022-03-16 04:50:35,2022-04-19 05:09:31
3231,0,2022-03-16 10:19:15,2022-03-16 10:19:15,5,8750.0,0,1000,7750.0,0.0,wc-trash,99,0000-00-00 00:00:00,0000-00-00 00:00:00
3232,0,2022-03-16 10:55:45,2022-03-16 10:55:45,1,1600.0,0,100,1500.0,0.0,wc-completed,133,2022-03-16 04:57:48,2022-04-19 05:09:31
3233,0,2022-03-16 10:59:40,2022-03-16 10:59:40,1,1750.0,0,100,1650.0,0.0,wc-trash,134,0000-00-00 00:00:00,0000-00-00 00:00:00
3349,0,2022-03-16 12:32:49,2022-03-16 12:32:49,1,1700.0,0,100,1600.0,1.0,wc-trash,71,0000-00-00 00:00:00,0000-00-00 00:00:00
3362,0,2022-03-16 12:39:30,2022-03-16 12:39:30,1,1600.0,0,100,1500.0,0.0,wc-trash,135,0000-00-00 00:00:00,0000-00-00 00:00:00
3366,0,2022-03-16 12:56:20,2022-03-16 12:56:20,0,0.0,0,0,0.0,0.0,wc-trash,2,0000-00-00 00:00:00,0000-00-00 00:00:00
3369,0,2022-03-16 13:14:02,2022-03-16 13:14:02,1,1500.0,0,100,1400.0,0.0,wc-completed,136,2022-03-16 07:16:01,2022-04-27 08:33:50
3371,0,2022-03-16 13:22:56,2022-03-16 13:22:56,1,1850.0,0,100,1750.0,0.0,wc-trash,137,0000-00-00 00:00:00,0000-00-00 00:00:00
3373,0,2022-03-16 13:42:16,2022-03-16 13:42:16,2,3100.0,0,100,3000.0,0.0,wc-trash,138,0000-00-00 00:00:00,0000-00-00 00:00:00
3374,0,2022-03-16 13:50:14,2022-03-16 13:50:14,2,3050.0,0,100,2950.0,0.0,wc-completed,139,2022-03-16 07:54:25,2022-04-27 08:33:50
3375,0,2022-03-16 13:52:26,2022-03-16 13:52:26,4,6950.0,0,100,6850.0,0.0,wc-trash,140,0000-00-00 00:00:00,0000-00-00 00:00:00
3376,0,2022-03-16 14:02:01,2022-03-16 14:02:01,4,6950.0,0,100,6850.0,0.0,wc-completed,141,2022-03-16 08:04:53,2022-05-10 23:10:42
3377,0,2022-03-16 14:02:18,2022-03-16 14:02:18,1,1700.0,0,100,1600.0,0.0,wc-completed,142,2022-03-16 08:04:04,2022-04-25 05:38:24
3379,0,2022-03-16 14:23:07,2022-03-16 14:23:07,1,1700.0,0,100,1600.0,0.0,wc-trash,143,0000-00-00 00:00:00,0000-00-00 00:00:00
3380,0,2022-03-16 14:28:13,2022-03-16 14:28:13,1,1500.0,0,100,1400.0,0.0,wc-trash,144,0000-00-00 00:00:00,0000-00-00 00:00:00
3381,0,2022-03-16 14:33:46,2022-03-16 14:33:46,1,1700.0,0,100,1600.0,0.0,wc-completed,145,2022-03-16 08:35:06,2022-04-25 05:38:24
3382,0,2022-03-16 14:35:59,2022-03-16 14:35:59,2,4000.0,0,100,3900.0,0.0,wc-refunded,146,2022-03-16 08:37:10,0000-00-00 00:00:00
3383,0,2022-03-16 14:39:09,2022-03-16 14:39:09,1,1700.0,0,100,1600.0,0.0,wc-completed,71,2022-03-16 08:42:28,2022-04-25 05:38:25
3384,0,2022-03-16 15:01:10,2022-03-16 15:01:10,1,1750.0,0,100,1650.0,0.0,wc-trash,147,0000-00-00 00:00:00,0000-00-00 00:00:00
3385,0,2022-03-16 15:06:09,2022-03-16 15:06:09,1,1750.0,0,100,1650.0,0.0,wc-trash,148,0000-00-00 00:00:00,0000-00-00 00:00:00
3386,0,2022-03-16 15:08:04,2022-03-16 15:08:04,6,10000.0,0,100,9900.0,0.0,wc-trash,149,0000-00-00 00:00:00,0000-00-00 00:00:00
3387,0,2022-03-16 15:10:51,2022-03-16 15:10:51,1,1750.0,0,100,1650.0,0.0,wc-completed,150,2022-03-16 09:13:27,2022-04-25 05:38:25
3388,0,2022-03-16 15:13:27,2022-03-16 15:13:27,1,1600.0,0,100,1500.0,0.0,wc-trash,151,0000-00-00 00:00:00,0000-00-00 00:00:00
3389,0,2022-03-16 15:33:17,2022-03-16 15:33:17,1,1500.0,0,100,1400.0,0.0,wc-trash,152,0000-00-00 00:00:00,0000-00-00 00:00:00
3390,0,2022-03-16 15:36:20,2022-03-16 15:36:20,1,1500.0,0,100,1400.0,0.0,wc-completed,153,2022-03-16 09:42:03,2022-04-25 05:38:25
3391,0,2022-03-16 15:41:48,2022-03-16 15:41:48,1,1600.0,0,100,1500.0,0.0,wc-trash,154,0000-00-00 00:00:00,0000-00-00 00:00:00
3392,0,2022-03-16 16:01:05,2022-03-16 16:01:05,1,1500.0,0,100,1400.0,0.0,wc-completed,155,2022-03-16 10:01:54,2022-05-03 23:02:36
3393,0,2022-03-16 16:03:27,2022-03-16 16:03:27,1,1650.0,0,100,1550.0,0.0,wc-completed,156,2022-03-16 10:16:12,2022-04-27 08:33:51
