order_item_id,order_item_name,order_item_type,order_id
113,DELIVERY CHARGES,shipping,2832
114,Lavender georgette dress - L,line_item,2833
115,DELIVERY CHARGES,shipping,2833
116,Maroon georgette dress - L,line_item,2834
117,DELIVERY CHARGES,shipping,2834
118,Lavender georgette dress - S,line_item,2835
119,DELIVERY CHARGES,shipping,2835
120,Black patchwork glace cotton skirt - XL,line_item,2836
121,DELIVERY CHARGES,shipping,2836
122,Pink patchwork finish glace cotton 3 tier lehenga with blouse - XL,line_item,2837
123,DELIVERY CHARGES,shipping,2837
124,Indigo cotton dress - M,line_item,2838
125,Lilac cotton dress 2 - M,line_item,2838
126,DELIVERY CHARGES,shipping,2838
127,Blue ikkat cotton dress - S,line_item,2839
128,DELIVERY CHARGES,shipping,2839
129,Black patchwork glace cotton skirt - M,line_item,2840
130,DELIVERY CHARGES,shipping,2840
131,Cream glace cotton lehenga with blouse - XS,line_item,2841
132,DELIVERY CHARGES,shipping,2841
133,Black cotton dress 3 - M,line_item,2830
134,DELIVERY CHARGES,shipping,2830
140,Maroon georgette dress - L,line_item,2842
141,DELIVERY CHARGES,shipping,2842
142,Lavender georgette dress - XL,line_item,2844
143,Grey high low georgette dress - XL,line_item,2844
144,DELIVERY CHARGES,shipping,2844
145,Grey high low georgette dress - L,line_item,2845
146,DELIVERY CHARGES,shipping,2845
147,Indigo cotton dress - M,line_item,2843
148,Maroon georgette dress - M,line_item,2843
149,DELIVERY CHARGES,shipping,2843
150,Lilac 1 tier cotton dress - S,line_item,2846
151,Indigo cotton dress - M,line_item,2846
152,DELIVERY CHARGES,shipping,2846
153,Violet kalamkari cotton dress - L,line_item,2847
154,DELIVERY CHARGES,shipping,2847
155,Grey high low georgette dress - L,line_item,2848
156,DELIVERY CHARGES,shipping,2848
157,Violet kalamkari cotton dress - XL,line_item,2849
158,DELIVERY CHARGES,shipping,2849
159,Maroon georgette dress - S,line_item,2850
160,DELIVERY CHARGES,shipping,2850
166,Black cotton dress 3 - XL,line_item,2852
167,DELIVERY CHARGES,shipping,2852
168,Grey high low georgette dress - S,line_item,2853
169,DELIVERY CHARGES,shipping,2853
170,Lavender georgette dress - L,line_item,2854
171,DELIVERY CHARGES,shipping,2854
183,Pink patchwork finish glace cotton 3 tier lehenga with blouse - M,line_item,2857
184,DELIVERY CHARGES,shipping,2857
185,Violet kalamkari cotton dress - XL,line_item,2858
186,DELIVERY CHARGES,shipping,2858
190,Grey high low georgette dress - M,line_item,2859
191,Lavender georgette dress - M,line_item,2859
192,DELIVERY CHARGES,shipping,2859
193,Black cotton dress 3 - L,line_item,2860
194,Black tie and dye cotton dress - L,line_item,2860
195,DELIVERY CHARGES,shipping,2860
196,White 1 tier cotton dress - S,line_item,2861
197,DELIVERY CHARGES,shipping,2861
198,Blue ikkat cotton dress - M,line_item,2862
199,DELIVERY CHARGES,shipping,2862
200,Lavender georgette dress - S,line_item,2915
201,DELIVERY CHARGES,shipping,2915
202,Baby pink 2 tier cotton dress - L,line_item,2937
203,DELIVERY CHARGES,shipping,2937
204,Lavender georgette dress - S,line_item,2938
205,DELIVERY CHARGES,shipping,2938
206,Lavender georgette dress - M,line_item,2856
207,DELIVERY CHARGES,shipping,2856
208,Navy blue georgette lehenga and blouse - S,line_item,2956
209,DELIVERY CHARGES,shipping,2956
210,Violet kalamkari cotton dress - L,line_item,2958
211,Lavender georgette dress - L,line_item,2958
212,DELIVERY CHARGES,shipping,2958
213,Black cotton dress 3 - M,line_item,2959
214,DELIVERY CHARGES,shipping,2959
215,Maroon georgette dress - S,line_item,2963
216,DELIVERY CHARGES,shipping,2963
221,Baby pink 2 tier cotton dress - L,line_item,2984
222,DELIVERY CHARGES,shipping,2984
223,Lavender georgette dress - S,line_item,2977
224,DELIVERY CHARGES,shipping,2977
225,Lavender georgette dress - 4XL,line_item,2989
226,DELIVERY CHARGES,shipping,2989
227,Blue floral georgette dress - M,line_item,2990
228,DELIVERY CHARGES,shipping,2990
229,Lavender georgette dress - M,line_item,2991
230,Maroon georgette dress - M,line_item,2991
231,DELIVERY CHARGES,shipping,2991
232,Lavender georgette dress - M,line_item,2999
233,DELIVERY CHARGES,shipping,2999
234,White georgette dress - S,line_item,3000
235,DELIVERY CHARGES,shipping,3000
236,Lavender georgette dress - S,line_item,3011
237,DELIVERY CHARGES,shipping,3011
238,Lavender georgette dress - S,line_item,3034
239,DELIVERY CHARGES,shipping,3034
240,Black cotton dress 3 - M,line_item,3035
241,DELIVERY CHARGES,shipping,3035
242,Lavender georgette dress - S,line_item,3067
243,DELIVERY CHARGES,shipping,3067
244,Lavender georgette dress - L,line_item,3068
245,DELIVERY CHARGES,shipping,3068
246,Black cotton dress 3 - L,line_item,3069
247,DELIVERY CHARGES,shipping,3069
254,Blue tie and dye cotton co-ord set - XL,line_item,3070
255,DELIVERY CHARGES,shipping,3070
256,Lavender georgette dress - M,line_item,3071
257,DELIVERY CHARGES,shipping,3071
258,Lavender georgette dress - M,line_item,3072
259,DELIVERY CHARGES,shipping,3072
262,Lavender georgette dress - XS,line_item,3074
263,DELIVERY CHARGES,shipping,3074
264,Lilac 1 tier cotton dress - M,line_item,3075
265,DELIVERY CHARGES,shipping,3075
266,Cream glace cotton lehenga with blouse - S,line_item,3110
267,DELIVERY CHARGES,shipping,3110
268,Black cotton dress 3 - XL,line_item,3141
269,DELIVERY CHARGES,shipping,3141
270,Black patchwork glace cotton skirt - M,line_item,3185
271,DELIVERY CHARGES,shipping,3185
272,Lavender georgette dress - S,line_item,3186
273,DELIVERY CHARGES,shipping,3186
274,Grey high low georgette dress - L,line_item,3187
275,DELIVERY CHARGES,shipping,3187
276,Grey high low georgette dress - XL,line_item,3188
277,DELIVERY CHARGES,shipping,3188
280,Black cotton dress 3 - XL,line_item,3189
281,DELIVERY CHARGES,shipping,3189
282,Black asymmetrical cotton dress - M,line_item,3190
283,Blue floral cotton co-ord set - M,line_item,3190
284,Violet kalamkari cotton dress - M,line_item,3190
285,DELIVERY CHARGES,shipping,3190
286,Lavender georgette dress - M,line_item,3191
287,DELIVERY CHARGES,shipping,3191
291,Violet kalamkari cotton dress - S,line_item,3192
292,Yellow 2 tier cotton dress - S,line_item,3192
293,Flat rate,shipping,3192
294,Baby pink 2 tier cotton dress - XL,line_item,3193
295,Lavender georgette dress - XL,line_item,3193
296,White georgette dress - XL,line_item,3193
297,Pastel green cotton dress - XL,line_item,3193
298,Flat rate,shipping,3193
299,Lavender georgette dress - S,line_item,3194
300,DELIVERY CHARGES,shipping,3194
301,Rust kalamkari cotton dress - S,line_item,3195
302,DELIVERY CHARGES,shipping,3195
305,Lavender georgette dress - XS,line_item,3196
306,Flat rate,shipping,3196
307,Black cotton dress 3 - XS,line_item,3197
308,DELIVERY CHARGES,shipping,3197
309,Navy blue georgette lehenga and blouse - XS,line_item,3198
310,DELIVERY CHARGES,shipping,3198
311,Black cotton dress 2 - 2XL,line_item,3199
312,Lavender georgette dress - 2XL,line_item,3199
313,Maroon georgette dress - 2XL,line_item,3199
314,DELIVERY CHARGES,shipping,3199
315,Lavender georgette dress - XS,line_item,3200
316,DELIVERY CHARGES,shipping,3200
317,Lavender georgette dress - XS,line_item,3201
318,DELIVERY CHARGES,shipping,3201
319,Lavender georgette dress - XL,line_item,3202
320,DELIVERY CHARGES,shipping,3202
321,Lavender georgette dress - 2XL,line_item,3203
322,DELIVERY CHARGES,shipping,3203
323,Lavender georgette dress - XL,line_item,3204
324,DELIVERY CHARGES,shipping,3204
325,Maroon georgette dress - L,line_item,3205
326,DELIVERY CHARGES,shipping,3205
327,Black cotton dress 3 - XS,line_item,3206
328,DELIVERY CHARGES,shipping,3206
329,Lavender georgette dress - XS,line_item,3207
330,DELIVERY CHARGES,shipping,3207
331,Black cotton dress 3 - M,line_item,3208
332,DELIVERY CHARGES,shipping,3208
335,Black cotton dress 3 - M,line_item,3210
336,DELIVERY CHARGES,shipping,3210
337,Lavender georgette dress - L,line_item,3209
338,DELIVERY CHARGES,shipping,3209
339,Black cotton dress 3 - S,line_item,3211
340,White cotton top with black silk asymmetrical skirt - S,line_item,3211
341,Indigo coat - S,line_item,3211
342,Maroon cotton lehenga and blouse - S,line_item,3211
343,White 1 tier cotton dress - S,line_item,3211
344,Blue tie and dye cotton co-ord set - S,line_item,3211
345,DELIVERY CHARGES,shipping,3211
346,Lavender georgette dress - XS,line_item,3212
347,DELIVERY CHARGES,shipping,3212
348,Lavender georgette dress - L,line_item,3213
349,White stripes cotton dress - L,line_item,3213
350,DELIVERY CHARGES,shipping,3213
351,Violet kalamkari cotton dress - S,line_item,3215
352,DELIVERY CHARGES,shipping,3215
353,Violet kalamkari cotton dress - S,line_item,3216
354,DELIVERY CHARGES,shipping,3216
355,Lavender georgette dress - XL,line_item,3217
356,DELIVERY CHARGES,shipping,3217
361,Lavender georgette dress - XS,line_item,3218
362,DELIVERY CHARGES,shipping,3218
363,Lavender georgette dress - M,line_item,3220
364,DELIVERY CHARGES,shipping,3220
365,Grey high low georgette dress - 2XL,line_item,3221
366,DELIVERY CHARGES,shipping,3221
367,Red georgette dress - S,line_item,3222
368,DELIVERY CHARGES,shipping,3222
369,Grey high low georgette dress - 2XL,line_item,3223
370,DELIVERY CHARGES,shipping,3223
371,Black cotton dress 3 - XS,line_item,3224
372,DELIVERY CHARGES,shipping,3224
375,Black cotton dress 3 - M,line_item,3225
376,DELIVERY CHARGES,shipping,3225
377,Maroon cotton lehenga and blouse - S,line_item,3226
378,DELIVERY CHARGES,shipping,3226
379,White cotton top with black silk asymmetrical skirt - L,line_item,3227
380,DELIVERY CHARGES,shipping,3227
381,Lavender georgette dress - L,line_item,3228
382,Violet kalamkari cotton dress - L,line_item,3228
383,Baby pink 2 tier cotton dress - L,line_item,3228
384,DELIVERY CHARGES,shipping,3228
388,Black cotton dress - M,line_item,3229
389,Violet kalamkari cotton dress - M,line_item,3229
390,Flat rate,shipping,3229
393,Baby pink 2 tier cotton dress - XL,line_item,3231
394,Lavender georgette dress - XL,line_item,3231
395,Violet kalamkari cotton dress - XL,line_item,3231
396,Maroon georgette dress - XL,line_item,3231
397,Blue and green tie and dye tier cotton dress - XL,line_item,3231
398,Flat rate,shipping,3231
399,Maroon georgette dress - M,line_item,3230
400,DELIVERY CHARGES,shipping,3230
401,Maroon georgette dress - XL,line_item,3232
402,DELIVERY CHARGES,shipping,3232
403,Rust kalamkari cotton dress - L,line_item,3233
404,DELIVERY CHARGES,shipping,3233
405,Lavender georgette dress - S,line_item,3349
406,DELIVERY CHARGES,shipping,3349
407,Maroon georgette dress - S,line_item,3362
408,DELIVERY CHARGES,shipping,3362
409,Blue floral cotton dress 2 - M,line_item,3369
410,DELIVERY CHARGES,shipping,3369
411,Cream glace cotton lehenga with blouse - XS,line_item,3371
412,DELIVERY CHARGES,shipping,3371
413,Pastel blue georgette dress - XS,line_item,3372
414,₹&nbsp;10 fee,fee,3372
415,Shipping,shipping,3372
416,Lavender georgette dress - S,line_item,3373
417,Blue ikkat cotton dress - S,line_item,3373
418,DELIVERY CHARGES,shipping,3373
419,Black cotton dress 3 - S,line_item,3374
420,White 1 tier cotton dress - S,line_item,3374
421,DELIVERY CHARGES,shipping,3374
422,Pink patchwork finish glace cotton 3 tier lehenga with blouse - M,line_item,3375
423,Violet kalamkari cotton dress - M,line_item,3375
424,Grey high low georgette dress - M,line_item,3375
425,Black asymmetrical cotton co-ord set - M,line_item,3375
426,DELIVERY CHARGES,shipping,3375
427,Grey high low georgette dress - M,line_item,3376
428,Violet kalamkari cotton dress - M,line_item,3376
429,Black asymmetrical cotton co-ord set - M,line_item,3376
430,Pink patchwork finish glace cotton 3 tier lehenga with blouse - M,line_item,3376
431,DELIVERY CHARGES,shipping,3376
432,Lavender georgette dress - L,line_item,3377
433,DELIVERY CHARGES,shipping,3377
436,Lavender georgette dress - 2XL,line_item,3379
437,DELIVERY CHARGES,shipping,3379
438,White stripes cotton dress - XS,line_item,3380
439,DELIVERY CHARGES,shipping,3380
440,Lavender georgette dress - XS,line_item,3381
441,DELIVERY CHARGES,shipping,3381
442,Pink patchwork finish glace cotton 3 tier lehenga with blouse - M,line_item,3382
443,Lavender georgette dress - M,line_item,3382
444,DELIVERY CHARGES,shipping,3382
445,Lavender georgette dress - S,line_item,3383
446,DELIVERY CHARGES,shipping,3383
447,Maroon cotton lehenga and blouse - S,line_item,3384
448,DELIVERY CHARGES,shipping,3384
449,White cotton top with black silk asymmetrical skirt - XXS,line_item,3385
450,DELIVERY CHARGES,shipping,3385
451,Grey high low georgette dress - M,line_item,3386
452,Lavender georgette dress - M,line_item,3386
453,Violet kalamkari cotton dress - M,line_item,3386
454,Cream glace cotton lehenga with blouse - M,line_item,3386
455,Pink tie and dye tier cotton dress - M,line_item,3386
456,Multicoloured tie and dye dress - M,line_item,3386
457,DELIVERY CHARGES,shipping,3386
458,Red bandhini glace cotton dress - M,line_item,3387
459,DELIVERY CHARGES,shipping,3387
460,Grey georgette ruffles saree,line_item,3388
461,DELIVERY CHARGES,shipping,3388
466,Pastel green cotton dress - XS,line_item,3390
467,DELIVERY CHARGES,shipping,3390
468,Maroon georgette dress - 2XL,line_item,3391
469,DELIVERY CHARGES,shipping,3391
470,Black cotton dress 3 - M,line_item,3389
471,DELIVERY CHARGES,shipping,3389
472,Green tie and dye cotton dress - S,line_item,3392
473,DELIVERY CHARGES,shipping,3392
476,Blue ikkat cotton dress - S,line_item,3394
477,White georgette dress - S,line_item,3394
478,DELIVERY CHARGES,shipping,3394
479,Grey high low georgette dress - M,line_item,3393
480,DELIVERY CHARGES,shipping,3393
485,Grey high low georgette dress - M,line_item,3395
486,Green and white cotton dress - M,line_item,3395
487,White and blue glace cotton dress - M,line_item,3395
488,DELIVERY CHARGES,shipping,3395
489,Maroon cotton lehenga and blouse - L,line_item,3396
490,DELIVERY CHARGES,shipping,3396
491,Lavender georgette dress - S,line_item,3397
492,DELIVERY CHARGES,shipping,3397
493,Lavender georgette dress - L,line_item,3398
494,DELIVERY CHARGES,shipping,3398
495,White 1 tier cotton dress - M,line_item,3399
496,DELIVERY CHARGES,shipping,3399
497,Blue floral 4 metre flare cotton dress - M,line_item,3400
498,DELIVERY CHARGES,shipping,3400
499,Maroon cotton lehenga and blouse - L,line_item,3401
500,DELIVERY CHARGES,shipping,3401
501,Violet kalamkari cotton dress - L,line_item,3402
502,DELIVERY CHARGES,shipping,3402
503,Black cotton dress 3 - L,line_item,3414
504,DELIVERY CHARGES,shipping,3414
505,Red georgette dress - XXS,line_item,3416
506,₹ 250 fee,fee,3416
507,Shipping,shipping,3416
508,Red bandhini glace cotton dress - XL,line_item,3418
509,DELIVERY CHARGES,shipping,3418
512,White and blue glace cotton dress - S,line_item,3420
513,DELIVERY CHARGES,shipping,3420
516,Lavender georgette dress - M,line_item,3421
517,Grey high low georgette dress - M,line_item,3421
518,Pink tie and dye tier cotton dress - M,line_item,3421
519,Violet kalamkari cotton dress - M,line_item,3421
520,Multicoloured tie and dye dress - M,line_item,3421
521,Cream glace cotton lehenga with blouse - M,line_item,3421
522,DELIVERY CHARGES,shipping,3421
523,Blue floral 4 metre flare cotton dress - L,line_item,3422
524,DELIVERY CHARGES,shipping,3422
531,Baby pink 2 tier cotton dress - L,line_item,3424
532,Lavender georgette dress - L,line_item,3424
533,DELIVERY CHARGES,shipping,3424
534,Lavender georgette dress - M,line_item,3423
535,Grey high low georgette dress - M,line_item,3423
536,Pink tie and dye tier cotton dress - M,line_item,3423
537,Violet kalamkari cotton dress - M,line_item,3423
538,Multicoloured tie and dye dress - M,line_item,3423
539,DELIVERY CHARGES,shipping,3423
540,Blue tie and dye cotton co-ord set - XS,line_item,3428
541,Maroon cotton lehenga and blouse - S,line_item,3428
542,Flexible Shipping (Free),shipping,3428
543,Maroon cotton lehenga and blouse - S,line_item,3429
544,Flexible Shipping (Free),shipping,3429
545,Pastel blue georgette dress - 2XL,line_item,3430
546,Lilac 1 tier cotton dress - 2XL,line_item,3430
547,DELIVERY CHARGES,shipping,3430
556,Indigo coat - 2XL,line_item,3431
557,Blue and green tie and dye tier cotton dress - 2XL,line_item,3431
558,Lavender georgette dress - 2XL,line_item,3431
559,Pink floral coat - 2XL,line_item,3431
560,Yellow georgette dress - 2XL,line_item,3431
561,Black asymmetrical cotton dress - 2XL,line_item,3431
562,Blue ikkat cotton dress - 2XL,line_item,3431
563,Flexible Shipping (Free),shipping,3431
564,Indigo coat - 2XL,line_item,3432
565,Blue and green tie and dye tier cotton dress - 2XL,line_item,3432
566,Lavender georgette dress - 2XL,line_item,3432
567,Black asymmetrical cotton dress - 2XL,line_item,3432
568,Blue ikkat cotton dress - 2XL,line_item,3432
569,Lilac tie and dye cotton dress - 2XL,line_item,3432
570,Indigo cotton dress - 2XL,line_item,3432
571,Flexible Shipping (Free),shipping,3432
572,Maroon georgette dress - M,line_item,3433
573,DELIVERY CHARGES,shipping,3433
574,Pink patchwork finish glace cotton 3 tier lehenga with blouse - S,line_item,3434
575,Flexible Shipping (Free),shipping,3434
576,Red georgette dress - XL,line_item,3435
577,Flexible Shipping (Free),shipping,3435
578,Black asymmetrical cotton dress - L,line_item,3436
579,Indigo coat - L,line_item,3436
580,Yellow 2 tier cotton dress - L,line_item,3436
581,DELIVERY CHARGES,shipping,3436
582,White georgette dress - 4XL,line_item,3437
583,Yellow georgette dress - 4XL,line_item,3437
584,DELIVERY CHARGES,shipping,3437
585,Maroon georgette dress - S,line_item,3438
586,DELIVERY CHARGES,shipping,3438
587,Lavender georgette dress - L,line_item,3439
588,Green and white cotton dress - L,line_item,3439
589,DELIVERY CHARGES,shipping,3439
596,Black patchwork glace cotton skirt - M,line_item,3441
597,Red bandhini glace cotton dress - M,line_item,3441
598,Lavender georgette dress - M,line_item,3441
599,Violet kalamkari cotton dress - M,line_item,3441
600,Navy blue glace cotton lehenga with blouse - M,line_item,3441
601,Flexible Shipping (Free),shipping,3441
602,Black 3 tier cotton dress - M,line_item,3442
603,Black cotton dress 3 - L,line_item,3442
604,Green tie and dye cotton co-ord set - L,line_item,3442
605,Plum tie and dye cotton dress - M,line_item,3442
606,Black cotton dress 2 - L,line_item,3442
607,Indigo cotton dress - L,line_item,3442
608,Black cotton dress - L,line_item,3442
609,Indigo cotton co-ord set - L,line_item,3442
610,Indigo cotton lehenga and blouse 2 - L,line_item,3442
611,Violet kalamkari cotton dress - L,line_item,3442
612,White stripes cotton dress - L,line_item,3442
613,Pastel green cotton dress - L,line_item,3442
614,Grey high low georgette dress - L,line_item,3442
615,Lilac cotton dress 2 - L,line_item,3442
616,Flexible Shipping (Free),shipping,3442
617,Lavender georgette dress - 2XL,line_item,3443
618,Yellow georgette dress - 2XL,line_item,3443
619,DELIVERY CHARGES,shipping,3443
620,Black tie and dye cotton dress - M,line_item,3444
621,Blue and green tie and dye tier cotton dress - M,line_item,3444
622,DELIVERY CHARGES,shipping,3444
623,Violet kalamkari cotton dress - XL,line_item,3445
624,DELIVERY CHARGES,shipping,3445
627,Blue ikkat cotton dress - S,line_item,3447
628,Red georgette dress - S,line_item,3447
629,Blue tie and dye cotton co-ord set - S,line_item,3447
630,Violet kalamkari cotton dress - S,line_item,3447
631,DELIVERY CHARGES,shipping,3447
632,Black asymmetrical cotton co-ord set - M,line_item,3446
633,DELIVERY CHARGES,shipping,3446
634,Blue ikkat cotton dress - M,line_item,3448
635,DELIVERY CHARGES,shipping,3448
636,Black cotton dress 3 - M,line_item,3449
637,DELIVERY CHARGES,shipping,3449
638,Lavender georgette dress - M,line_item,3450
639,DELIVERY CHARGES,shipping,3450
640,Cream glace cotton lehenga with blouse - L,line_item,3451
641,DELIVERY CHARGES,shipping,3451
644,Black cotton dress 3 - M,line_item,3452
645,DELIVERY CHARGES,shipping,3452
646,Black cotton dress 3 - L,line_item,3453
647,DELIVERY CHARGES,shipping,3453
648,Pastel blue georgette dress - XXS,line_item,3454
649,Grey high low georgette dress - 2XL,line_item,3456
650,DELIVERY CHARGES,shipping,3456
651,Cream glace cotton lehenga with blouse - M,line_item,3457
652,Pink patchwork finish glace cotton 3 tier lehenga with blouse - M,line_item,3457
653,Black asymmetrical cotton dress - M,line_item,3457
654,DELIVERY CHARGES,shipping,3457
655,Black tie and dye cotton dress - XL,line_item,3458
656,DELIVERY CHARGES,shipping,3458
657,Black cotton dress 3 - L,line_item,3459
658,DELIVERY CHARGES,shipping,3459
659,Lilac 1 tier cotton dress - S,line_item,3460
660,Navy blue glace cotton lehenga with blouse - S,line_item,3460
661,Mehendi green chanderi suit - S,line_item,3460
662,DELIVERY CHARGES,shipping,3460
663,Red floral top - S,line_item,3461
664,Blue floral cotton dress 2 - S,line_item,3461
665,Grey high low georgette dress - S,line_item,3461
666,DELIVERY CHARGES,shipping,3461
667,Mauve glace cotton dress - L,line_item,3462
668,DELIVERY CHARGES,shipping,3462
684,Black cotton dress 3 - S,line_item,3464
685,DELIVERY CHARGES,shipping,3464
701,Violet kalamkari cotton dress - L,line_item,3465
702,DELIVERY CHARGES,shipping,3465
703,White stripes cotton dress - XL,line_item,3466
704,White tie and dye cotton dress - XL,line_item,3466
705,DELIVERY CHARGES,shipping,3466
706,Violet kalamkari cotton dress - S,line_item,3467
707,DELIVERY CHARGES,shipping,3467
708,Lavender georgette dress - L,line_item,3468
709,DELIVERY CHARGES,shipping,3468
710,Violet kalamkari cotton dress - L,line_item,3469
711,DELIVERY CHARGES,shipping,3469
712,Lavender georgette dress - S,line_item,3470
713,DELIVERY CHARGES,shipping,3470
714,Red bandhini glace cotton dress - XS,line_item,3471
715,DELIVERY CHARGES,shipping,3471
716,Mehendi green chanderi suit - L,line_item,3472
717,DELIVERY CHARGES,shipping,3472
718,Mauve glace cotton dress - M,line_item,3473
719,DELIVERY CHARGES,shipping,3473
720,Black cotton dress 3 - L,line_item,3474
721,DELIVERY CHARGES,shipping,3474
722,Violet kalamkari cotton dress - 2XL,line_item,3475
723,Mauve glace cotton dress - 2XL,line_item,3475
724,DELIVERY CHARGES,shipping,3475
725,Lavender georgette dress - M,line_item,3476
726,DELIVERY CHARGES,shipping,3476
727,Black cotton dress 3 - M,line_item,3477
728,Blue and white cotton dress - M,line_item,3477
729,Flexible Shipping (Free),shipping,3477
730,Lavender georgette dress - L,line_item,3478
731,DELIVERY CHARGES,shipping,3478
732,Black cotton dress 3 - L,line_item,3479
733,DELIVERY CHARGES,shipping,3479
736,Black 3 tier cotton dress - M,line_item,3463
737,Black cotton dress 3 - L,line_item,3463
738,Green tie and dye cotton co-ord set - L,line_item,3463
739,Plum tie and dye cotton dress - M,line_item,3463
740,Black cotton dress 2 - L,line_item,3463
741,Indigo cotton dress - L,line_item,3463
742,Black cotton dress - L,line_item,3463
743,Indigo cotton co-ord set - L,line_item,3463
744,Indigo cotton lehenga and blouse 2 - L,line_item,3463
745,Violet kalamkari cotton dress - L,line_item,3463
746,White stripes cotton dress - L,line_item,3463
747,Pastel green cotton dress - L,line_item,3463
748,White cotton dress 2 - L,line_item,3463
749,Maroon cotton dress - M,line_item,3463
750,Flexible Shipping (Free),shipping,3463
756,Blue tie and dye cotton co-ord set - XL,line_item,3483
757,DELIVERY CHARGES,shipping,3483
758,Violet kalamkari cotton dress - L,line_item,3481
759,Lavender georgette dress - L,line_item,3481
760,DELIVERY CHARGES,shipping,3481
763,Lilac 1 tier cotton dress - M,line_item,3482
764,DELIVERY CHARGES,shipping,3482
765,Indigo cotton dress - L,line_item,3485
766,DELIVERY CHARGES,shipping,3485
767,Cream glace cotton lehenga with blouse - M,line_item,3486
768,DELIVERY CHARGES,shipping,3486
769,Cream glace cotton lehenga with blouse - M,line_item,3487
770,DELIVERY CHARGES,shipping,3487
773,Lavender georgette dress - L,line_item,3488
774,DELIVERY CHARGES,shipping,3488
775,Navy blue georgette lehenga and blouse - S,line_item,3489
776,DELIVERY CHARGES,shipping,3489
779,Maroon cotton lehenga and blouse - S,line_item,3490
