product_id,sku,virtual,downloadable,min_price,max_price,onsale,stock_quantity,stock_status,rating_count,average_rating,total_sales,tax_status,tax_class
2018,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2019,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2020,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2021,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2022,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2030,,0,0,0.0,0.0,0,10.0,instock,0,0.0,0,taxable,
2031,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2032,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2033,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2034,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2035,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2036,,0,0,2500.0,2500.0,0,3.0,instock,0,0.0,7,taxable,
2037,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2038,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2039,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2040,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2041,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2042,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2043,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2044,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2045,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2051,,0,0,2500.0,2500.0,0,10.0,instock,0,0.0,0,taxable,
2052,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2053,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2054,,0,0,2500.0,2500.0,0,0.0,outofstock,0,0.0,10,taxable,
2055,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2056,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2057,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2058,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2059,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2060,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2061,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2062,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2063,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2064,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2065,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2066,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2094,,0,0,0.0,0.0,0,10.0,instock,0,0.0,0,taxable,
2095,,0,0,0.0,0.0,0,10.0,instock,0,0.0,0,taxable,
2096,,0,0,1400.0,1400.0,0,0.0,outofstock,0,0.0,10,taxable,
2097,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2098,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2099,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2100,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2101,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2102,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2103,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2104,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2105,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2119,,0,0,0.0,0.0,0,10.0,instock,0,0.0,0,taxable,
2120,,0,0,0.0,0.0,0,10.0,instock,0,0.0,0,taxable,
2123,,0,0,0.0,0.0,0,,instock,0,0.0,0,taxable,parent
2125,,0,0,2500.0,2500.0,0,0.0,outofstock,0,0.0,4,taxable,
2126,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2127,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2128,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2129,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2130,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2131,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2132,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2133,,0,0,2500.0,2500.0,0,10.0,instock,0,0.0,0,taxable,
2134,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2135,,0,0,2500.0,2500.0,0,4.0,instock,0,0.0,6,taxable,
2136,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2137,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2138,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2139,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2140,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2141,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2142,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2143,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2144,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2145,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2146,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2147,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2148,,0,0,2500.0,2500.0,0,,instock,0,0.0,0,taxable,parent
2152,,0,0,2500.0,2500.0,0,0.0,outofstock,0,0.0,10,taxable,
2153,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2154,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2155,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2156,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2157,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2158,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2159,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2161,,0,0,1400.0,1400.0,0,,instock,0,0.0,29,taxable,
2162,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2163,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2164,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2165,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2166,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2167,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2168,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2169,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2170,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2203,,0,0,1400.0,1400.0,0,2.0,instock,0,0.0,8,taxable,
2204,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2205,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2206,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2207,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2208,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2209,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2210,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2211,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2212,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2213,,0,0,1400.0,1400.0,0,10.0,instock,0,0.0,0,taxable,
2214,,0,0,1200.0,1500.0,0,,instock,0,0.0,25,taxable,
2215,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2216,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
2217,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2218,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
2219,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2220,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
2221,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2222,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
2223,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2224,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
2225,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2226,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
2227,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2228,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
2229,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2230,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
2231,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2232,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
2236,,0,0,1100.0,1400.0,0,,instock,0,0.0,81,taxable,
2237,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2238,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2239,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2240,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2241,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2242,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2243,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2244,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2245,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2246,,0,0,1100.0,1400.0,0,,instock,0,0.0,126,taxable,
2247,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2248,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2249,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2250,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2251,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2252,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2253,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2254,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2255,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2256,,0,0,1850.0,1850.0,0,10.0,instock,0,0.0,0,taxable,
2257,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2258,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2259,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2260,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2261,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2262,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2263,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2264,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2265,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2268,,0,0,1850.0,1850.0,0,10.0,instock,0,0.0,0,taxable,
2269,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2270,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2271,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2272,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2273,,0,0,1550.0,1850.0,0,,instock,0,0.0,116,taxable,
2274,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2275,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2276,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2277,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2278,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2279,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2280,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2281,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2282,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2283,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2284,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2285,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2286,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2287,,0,0,1850.0,1850.0,0,,instock,0,0.0,0,taxable,parent
2361,,0,0,1400.0,1400.0,0,5.0,instock,0,0.0,5,taxable,
2362,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2363,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2364,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2365,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2366,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2367,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2368,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2369,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2370,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2371,,0,0,1400.0,1400.0,0,0.0,outofstock,0,0.0,19,taxable,
2372,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2373,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2374,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2375,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2376,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2377,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2378,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2379,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2380,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
2381,,0,0,1250.0,1550.0,0,,instock,1,5.0,198,taxable,
2382,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
