order_id,coupon_id,date_created,discount_amount
10917,10682,2022-08-02 06:08:53,415.0
10920,10682,2022-08-02 06:34:25,610.0
10922,10682,2022-08-02 06:46:34,315.0
10923,10682,2022-08-02 06:49:57,300.0
10950,10682,2022-08-02 13:28:15,315.0
10954,10682,2022-08-02 14:48:38,295.0
10957,10682,2022-08-02 15:05:06,785.0
10963,10682,2022-08-02 16:51:19,295.0
10987,10682,2022-08-03 07:23:32,390.0
10996,10682,2022-08-03 11:29:06,360.0
11242,11220,2022-08-09 05:05:00,150.0
11315,11220,2022-08-09 14:00:35,150.0
11321,11220,2022-08-09 14:54:43,150.0
11331,11220,2022-08-09 15:45:56,150.0
11341,11220,2022-08-09 16:12:19,150.0
11343,11220,2022-08-09 16:19:29,150.0
11363,11220,2022-08-09 20:33:22,150.0
11367,11223,2022-08-10 03:19:32,400.0
11378,11220,2022-08-10 06:55:07,150.0
11381,11223,2022-08-10 07:50:30,400.0
11391,11220,2022-08-10 11:26:00,150.0
11396,11223,2022-08-10 12:05:07,400.0
11399,11223,2022-08-10 12:40:30,400.0
11400,11223,2022-08-10 13:17:20,400.0
11424,11223,2022-08-11 00:36:49,400.0
11426,11220,2022-08-11 03:33:28,150.0
11429,11220,2022-08-11 04:28:01,150.0
11457,11220,2022-08-11 15:53:23,150.0
11469,11223,2022-08-11 20:10:00,400.0
11474,11223,2022-08-12 07:31:46,400.0
11534,11223,2022-08-12 13:03:15,400.0
11543,11220,2022-08-12 15:24:18,150.0
11557,11220,2022-08-13 04:40:50,150.0
11559,11223,2022-08-13 07:20:28,400.0
11578,11220,2022-08-14 02:23:45,150.0
11584,11223,2022-08-14 10:09:20,400.0
11622,11220,2022-08-15 06:41:02,150.0
11625,11220,2022-08-15 08:24:24,150.0
11676,11223,2022-08-16 16:19:24,400.0
11710,11223,2022-08-17 14:42:42,400.0
11730,11223,2022-08-18 06:29:09,400.0
11898,11220,2022-08-20 04:59:14,150.0
11913,11220,2022-08-20 15:49:11,150.0
11922,11223,2022-08-20 18:35:28,400.0
11952,11223,2022-08-21 10:53:26,400.0
11973,11220,2022-08-22 05:50:31,150.0
11977,11220,2022-08-22 07:30:17,150.0
12043,12039,2022-08-24 09:17:38,335.0
12044,11220,2022-08-24 09:53:54,150.0
12055,12039,2022-08-24 14:37:54,360.0
12077,12039,2022-08-24 18:09:32,335.0
12078,12039,2022-08-24 18:57:09,365.0
12080,12039,2022-08-24 19:10:25,340.0
12083,12039,2022-08-25 00:43:50,750.0
12092,12039,2022-08-25 06:13:43,320.0
12096,12039,2022-08-25 08:14:49,355.0
12099,11223,2022-08-25 10:16:17,400.0
12100,12039,2022-08-25 10:17:36,385.0
12106,12039,2022-08-25 12:58:12,335.0
12108,12039,2022-08-25 13:06:31,470.0
12122,12039,2022-08-26 05:12:43,590.0
12123,12039,2022-08-26 05:48:06,365.0
12125,12039,2022-08-26 07:16:41,280.0
12132,12039,2022-08-26 12:10:26,420.0
12144,12039,2022-08-26 14:59:39,320.0
12174,12039,2022-08-27 10:12:38,525.0
12212,12039,2022-08-28 06:59:44,1340.0
12217,12039,2022-08-28 10:02:25,295.0
12221,12039,2022-08-28 12:20:51,335.0
12246,11223,2022-08-29 08:17:29,400.0
12249,12039,2022-08-29 10:26:41,320.0
12253,12039,2022-08-29 11:43:37,310.0
12270,12039,2022-08-29 17:58:58,305.0
13216,11220,2022-09-21 09:04:08,150.0
13217,12039,2022-09-21 12:01:53,705.0
13219,11220,2022-09-21 13:27:54,150.0
13223,11220,2022-09-21 15:47:54,150.0
13227,11220,2022-09-21 17:32:59,150.0
13240,12039,2022-09-22 04:29:06,1140.0
13241,11220,2022-09-22 04:32:44,150.0
13250,11220,2022-09-22 08:03:24,150.0
13253,12039,2022-09-22 08:48:29,922.0
13258,11220,2022-09-22 11:43:23,150.0
13269,11223,2022-09-22 16:34:22,400.0
13273,12039,2022-09-22 18:59:50,682.0
13276,11220,2022-09-22 21:31:46,150.0
13287,11223,2022-09-23 12:52:52,400.0
13294,12039,2022-09-23 16:45:04,705.0
13296,11220,2022-09-23 17:15:51,150.0
13317,12039,2022-09-24 12:16:12,1140.0
13330,12039,2022-09-24 16:47:05,675.0
13338,12039,2022-09-25 07:12:35,720.0
13356,11220,2022-09-25 12:03:04,150.0
13370,11220,2022-09-25 17:10:22,150.0
13467,11220,2022-09-26 16:30:30,150.0
13484,11220,2022-09-27 05:04:48,150.0
13498,12039,2022-09-27 14:30:49,675.0
13509,12039,2022-09-27 18:44:04,675.0
13511,12039,2022-09-27 19:15:10,757.0
13513,12039,2022-09-28 02:13:08,847.0
13520,11220,2022-09-28 07:05:51,150.0
13524,12039,2022-09-28 10:17:20,697.0
13544,11220,2022-09-29 01:29:26,150.0
13546,12039,2022-09-29 03:33:50,1417.0
13569,13568,2022-09-30 08:09:46,100.0
13570,13568,2022-09-30 08:18:00,100.0
13571,13568,2022-09-30 08:29:07,100.0
13572,13568,2022-09-30 08:30:12,100.0
13573,13568,2022-09-30 08:54:37,100.0
13578,13568,2022-09-30 09:18:44,100.0
13584,13568,2022-09-30 09:25:47,100.0
13588,13568,2022-09-30 09:33:01,100.0
13595,11223,2022-09-30 09:48:11,400.0
13619,11220,2022-09-30 13:54:52,150.0
13653,12039,2022-09-30 17:24:55,675.0
13679,12039,2022-10-01 05:42:39,1920.0
16515,16510,2022-11-12 08:58:57,200.0
16531,16510,2022-11-12 15:18:49,200.0
16540,16510,2022-11-12 16:29:49,200.0
16557,16510,2022-11-13 08:17:13,200.0
16572,16510,2022-11-13 16:08:26,200.0
16573,16510,2022-11-13 16:45:14,200.0
16577,16510,2022-11-14 02:37:20,200.0
16580,16510,2022-11-14 04:06:11,200.0
16592,16510,2022-11-14 11:49:41,200.0
16593,16510,2022-11-14 14:10:10,200.0
16616,16510,2022-11-14 17:16:06,200.0
16626,16617,2022-11-15 04:28:36,250.0
16630,16510,2022-11-15 09:20:26,150.0
16645,16510,2022-11-16 00:27:17,150.0
16738,16510,2022-11-16 14:17:59,150.0
16754,16510,2022-11-16 22:11:37,150.0
16756,16617,2022-11-17 03:54:53,250.0
16759,16510,2022-11-17 04:41:15,150.0
16760,16510,2022-11-17 05:42:12,150.0
16761,16510,2022-11-17 05:47:40,150.0
16764,16510,2022-11-17 06:54:32,150.0
16765,16510,2022-11-17 07:18:55,150.0
16773,16617,2022-11-17 09:09:47,250.0
16782,16510,2022-11-17 12:41:18,150.0
16785,16617,2022-11-17 13:29:36,250.0
16792,16510,2022-11-17 17:07:12,150.0
16800,16510,2022-11-18 04:36:02,150.0
16817,16510,2022-11-18 10:26:59,150.0
16859,16510,2022-11-18 17:57:45,150.0
16861,16510,2022-11-18 18:41:58,150.0
16866,16617,2022-11-18 20:09:58,250.0
16868,16617,2022-11-19 00:49:36,250.0
16870,16617,2022-11-19 03:34:45,250.0
16876,16510,2022-11-19 06:30:48,150.0
16883,16510,2022-11-19 11:21:35,150.0
16897,16510,2022-11-20 02:54:29,150.0
16900,16617,2022-11-20 05:36:20,250.0
16901,16617,2022-11-20 06:08:44,250.0
16903,16510,2022-11-20 06:26:29,150.0
16905,16617,2022-11-20 06:53:15,250.0
16920,16510,2022-11-20 15:31:59,150.0
16924,16510,2022-11-20 17:19:02,150.0
16934,16510,2022-11-21 05:56:29,150.0
16942,16510,2022-11-21 11:05:24,150.0
16943,16510,2022-11-21 12:00:09,150.0
16953,16617,2022-11-21 22:21:26,250.0
16956,16510,2022-11-22 03:39:36,150.0
16957,16510,2022-11-22 05:22:47,150.0
16988,16617,2022-11-23 07:01:00,250.0
17099,16617,2022-11-24 02:48:26,250.0
17102,16510,2022-11-24 05:31:37,150.0
17106,16617,2022-11-24 07:54:38,250.0
17108,16510,2022-11-24 09:28:50,150.0
17120,16510,2022-11-24 14:45:09,150.0
17126,16510,2022-11-24 17:34:34,150.0
17129,16617,2022-11-25 02:46:07,250.0
17133,16510,2022-11-25 05:30:46,150.0
17179,16617,2022-11-25 08:04:21,250.0
17260,16510,2022-11-26 05:36:58,150.0
17293,16510,2022-11-26 17:53:31,150.0
17307,16510,2022-11-27 05:42:05,150.0
17309,16510,2022-11-27 08:34:52,150.0
17314,16617,2022-11-27 10:53:34,250.0
17323,16510,2022-11-27 14:55:01,150.0
17324,16617,2022-11-27 15:17:40,250.0
17330,16510,2022-11-27 18:21:07,150.0
17331,16510,2022-11-27 19:12:39,150.0
17332,16617,2022-11-27 21:30:49,250.0
17335,16510,2022-11-28 04:01:44,150.0
17337,16510,2022-11-28 06:13:01,150.0
17339,16510,2022-11-28 06:42:17,150.0
17341,16617,2022-11-28 09:05:10,250.0
17344,16617,2022-11-28 13:03:12,250.0
17346,16617,2022-11-28 14:39:21,250.0
17348,16510,2022-11-28 16:58:00,150.0
17441,16510,2022-11-29 13:47:33,150.0
17452,16510,2022-11-30 03:33:09,150.0
17467,16617,2022-11-30 12:02:17,250.0
17472,16510,2022-11-30 13:03:39,150.0
17475,16510,2022-11-30 13:42:14,150.0
17489,16617,2022-12-01 06:49:37,250.0
17491,16510,2022-12-01 09:40:57,150.0
17494,16617,2022-12-01 13:01:25,250.0
17498,16510,2022-12-01 13:42:40,150.0
17503,16510,2022-12-01 15:01:53,150.0
17504,16510,2022-12-01 15:16:49,150.0
17510,16617,2022-12-01 17:15:50,250.0
17511,16617,2022-12-01 17:26:38,250.0
17516,16617,2022-12-02 04:52:33,250.0
17537,16617,2022-12-03 11:07:16,250.0
17538,16510,2022-12-03 11:11:36,150.0
17539,16510,2022-12-03 11:29:26,150.0
17543,16510,2022-12-03 13:34:22,150.0
17545,16510,2022-12-03 15:14:21,150.0
17551,16510,2022-12-04 04:29:34,150.0
17566,16510,2022-12-04 06:42:40,150.0
17574,16617,2022-12-04 08:20:47,250.0
17662,16510,2022-12-04 18:35:31,150.0
17663,16510,2022-12-04 19:07:12,150.0
17664,16510,2022-12-04 19:33:42,150.0
17668,16510,2022-12-05 00:38:38,150.0
17670,16510,2022-12-05 03:23:11,150.0
17672,16510,2022-12-05 04:12:21,150.0
17683,16617,2022-12-05 08:09:54,250.0
17689,16510,2022-12-05 10:13:30,150.0
17692,16617,2022-12-05 13:25:14,250.0
17714,16510,2022-12-06 12:42:32,150.0
17731,16510,2022-12-07 04:10:57,150.0
17734,16617,2022-12-07 05:43:32,250.0
17739,16617,2022-12-07 09:10:39,250.0
17769,16510,2022-12-08 04:00:52,150.0
17773,16617,2022-12-08 05:25:18,250.0
17777,16510,2022-12-08 06:53:47,150.0
17789,16510,2022-12-08 10:24:43,150.0
17877,16617,2022-12-08 12:06:22,250.0
17896,16510,2022-12-08 12:59:46,150.0
17902,16510,2022-12-08 13:17:15,150.0
17909,16617,2022-12-08 14:19:24,250.0
17914,16510,2022-12-08 14:39:46,150.0
17917,16617,2022-12-08 14:48:08,250.0
17919,16510,2022-12-08 14:50:03,150.0
17920,16510,2022-12-08 14:58:50,150.0
17925,16617,2022-12-08 15:29:00,250.0
17929,16617,2022-12-08 16:09:15,250.0
17938,16510,2022-12-08 18:59:30,150.0
17941,16510,2022-12-09 00:58:20,150.0
17945,16617,2022-12-09 02:44:03,250.0
17951,16617,2022-12-09 04:12:35,250.0
17955,16510,2022-12-09 05:41:38,150.0
17957,16510,2022-12-09 06:05:11,150.0
17961,16510,2022-12-09 07:37:35,150.0
17969,16510,2022-12-09 09:27:22,150.0
17974,16510,2022-12-09 11:24:48,150.0
17989,16617,2022-12-09 16:26:52,250.0
17992,16510,2022-12-09 17:04:56,150.0
17995,16510,2022-12-09 17:23:03,150.0
18001,16510,2022-12-09 18:24:38,150.0
18006,16617,2022-12-10 00:58:00,250.0
18034,16617,2022-12-10 16:30:59,250.0
18043,16510,2022-12-11 06:04:27,150.0
18048,16510,2022-12-11 08:45:59,150.0
18050,16510,2022-12-11 09:04:39,150.0
18056,16617,2022-12-11 14:10:47,250.0
18061,16617,2022-12-11 14:59:48,250.0
18103,16617,2022-12-13 02:05:24,250.0
18104,16617,2022-12-13 02:32:24,250.0
18109,16510,2022-12-13 06:17:52,150.0
18173,16617,2022-12-13 12:03:33,250.0
18184,16617,2022-12-13 16:25:56,250.0
18188,16510,2022-12-13 17:04:53,150.0
18189,16617,2022-12-13 17:18:01,250.0
18191,16617,2022-12-13 17:23:38,250.0
18193,16510,2022-12-13 18:29:18,150.0
18195,16510,2022-12-14 04:23:33,150.0
18209,16510,2022-12-14 16:06:07,150.0
18218,16510,2022-12-15 10:55:32,150.0
18244,16510,2022-12-16 04:29:41,150.0
18250,16510,2022-12-16 06:39:37,150.0
18262,16510,2022-12-16 16:22:25,150.0
18268,16510,2022-12-17 07:17:06,150.0
18278,16510,2022-12-17 11:38:11,150.0
18292,16617,2022-12-18 08:11:02,250.0
18357,16510,2022-12-18 17:02:13,150.0
18397,16510,2022-12-20 05:47:44,150.0
18399,16617,2022-12-20 09:46:05,250.0
18469,16617,2022-12-20 16:22:19,250.0
18488,16510,2022-12-21 13:33:37,150.0
18501,16617,2022-12-22 04:46:58,250.0
18504,16510,2022-12-22 08:16:32,150.0
18648,16510,2022-12-23 04:20:52,150.0
18657,16510,2022-12-23 11:06:31,150.0
18658,16510,2022-12-23 11:09:25,150.0
18660,16510,2022-12-23 12:11:19,150.0
18662,16510,2022-12-23 12:32:16,150.0
18671,16617,2022-12-24 03:30:28,250.0
18677,16510,2022-12-24 07:27:31,150.0
18685,16617,2022-12-25 04:38:40,250.0
18692,16510,2022-12-25 07:53:11,150.0
18695,16510,2022-12-25 11:43:49,150.0
18699,16510,2022-12-25 15:46:40,150.0
18703,16510,2022-12-25 16:53:58,150.0
18734,16617,2022-12-27 10:01:21,250.0
18771,16510,2022-12-28 10:11:13,150.0
18851,16617,2022-12-28 13:58:35,250.0
18852,16617,2022-12-28 14:02:20,250.0
18854,16617,2022-12-28 14:05:51,250.0
18873,16510,2022-12-28 17:43:14,150.0
18876,16510,2022-12-28 20:24:42,150.0
18878,16617,2022-12-28 23:17:56,250.0
18880,16617,2022-12-29 03:08:19,250.0
18882,16617,2022-12-29 04:49:45,250.0
18887,16510,2022-12-29 05:37:05,150.0
18902,16510,2022-12-29 09:49:26,150.0
18905,16510,2022-12-29 11:27:30,150.0
19025,16510,2022-12-29 16:13:43,150.0
19032,16617,2022-12-30 02:39:33,250.0
19035,16510,2022-12-30 05:39:10,150.0
19038,16617,2022-12-30 07:08:22,250.0
19040,16617,2022-12-30 08:34:52,250.0
19044,16510,2022-12-30 09:49:39,150.0
19051,16510,2022-12-30 11:56:45,150.0
19057,16617,2022-12-30 14:43:00,250.0
19065,16617,2022-12-30 17:34:26,250.0
19077,16510,2022-12-31 06:56:14,150.0
19081,16510,2022-12-31 08:16:22,150.0
19083,16617,2022-12-31 09:44:40,250.0
19084,16510,2022-12-31 10:13:41,150.0
19090,16617,2022-12-31 11:53:54,250.0
19098,16510,2022-12-31 20:56:34,150.0
19103,16617,2023-01-01 05:36:29,250.0
19130,16617,2023-01-01 18:05:24,250.0
19136,16510,2023-01-02 03:14:11,150.0
19138,16617,2023-01-02 05:10:37,250.0
19146,16510,2023-01-02 10:18:14,150.0
19310,16617,2023-01-02 18:46:04,250.0
19312,16617,2023-01-02 20:16:23,250.0
19315,16510,2023-01-03 00:54:06,150.0
19317,16617,2023-01-03 02:28:20,250.0
19325,16510,2023-01-03 06:09:28,150.0
19327,16510,2023-01-03 06:52:20,150.0
19329,16617,2023-01-03 07:08:04,250.0
19330,16510,2023-01-03 08:20:59,150.0
19348,16510,2023-01-03 16:38:36,150.0
19354,16510,2023-01-03 23:00:13,150.0
19357,16510,2023-01-04 02:24:51,150.0
19360,-1,2023-01-04 04:40:05,0.0
19365,16510,2023-01-04 06:03:24,150.0
19420,-1,2023-01-04 14:12:01,0.0
19425,16510,2023-01-04 15:15:23,150.0
19427,16510,2023-01-04 15:54:37,150.0
19428,16617,2023-01-04 15:57:23,250.0
19435,16617,2023-01-04 18:24:54,250.0
19437,16617,2023-01-04 19:12:32,250.0
19438,16510,2023-01-04 21:34:51,150.0
19439,16510,2023-01-04 22:07:33,150.0
19445,16617,2023-01-05 01:44:42,250.0
19451,16510,2023-01-05 04:42:52,150.0
19452,16510,2023-01-05 05:33:33,150.0
19457,16617,2023-01-05 07:42:26,250.0
19461,16510,2023-01-05 09:04:16,150.0
19468,16510,2023-01-05 13:25:15,150.0
19475,16617,2023-01-05 15:45:29,250.0
19478,16510,2023-01-05 16:33:40,150.0
19479,16617,2023-01-05 16:55:10,250.0
19480,16510,2023-01-05 16:58:56,150.0
19485,16510,2023-01-05 19:05:43,150.0
19498,16510,2023-01-06 08:10:09,150.0
19567,16510,2023-01-06 17:20:31,150.0
19572,16617,2023-01-06 18:44:13,250.0
19579,16510,2023-01-07 05:25:23,150.0
19584,16510,2023-01-07 06:04:18,150.0
19589,16510,2023-01-07 08:23:04,150.0
19597,16510,2023-01-07 09:55:32,150.0
19600,16510,2023-01-07 10:49:00,150.0
19610,16617,2023-01-07 13:50:48,250.0
19626,16510,2023-01-07 16:49:03,150.0
19628,16510,2023-01-07 17:31:12,150.0
19631,16617,2023-01-07 19:38:55,250.0
19633,16510,2023-01-08 02:31:01,150.0
19642,16510,2023-01-08 05:17:39,150.0
19647,16510,2023-01-08 06:26:10,150.0
19650,16510,2023-01-08 08:14:55,150.0
19656,16617,2023-01-08 10:22:23,250.0
19659,16617,2023-01-08 11:23:44,250.0
19665,16510,2023-01-08 15:31:29,150.0
19781,16617,2023-01-09 15:19:49,250.0
19802,16510,2023-01-10 02:50:50,150.0
19805,16617,2023-01-10 04:05:37,250.0
19814,16510,2023-01-10 12:09:33,150.0
19820,16617,2023-01-10 16:06:40,250.0
19831,16510,2023-01-11 08:11:49,150.0
19833,16510,2023-01-11 08:28:05,150.0
19847,16510,2023-01-11 15:13:42,150.0
19851,16510,2023-01-12 01:31:17,150.0
19871,16510,2023-01-12 13:46:57,150.0
19881,16510,2023-01-13 00:53:13,150.0
19884,16510,2023-01-13 05:48:01,150.0
19885,16617,2023-01-13 06:29:47,250.0
19907,16617,2023-01-13 19:20:18,250.0
19914,16510,2023-01-14 10:45:37,150.0
19916,16510,2023-01-14 11:15:25,150.0
19920,16510,2023-01-14 14:09:05,150.0
19927,16617,2023-01-15 04:49:48,250.0
19941,16510,2023-01-15 10:07:31,150.0
20016,16617,2023-01-15 18:52:49,250.0
20017,16617,2023-01-15 18:59:51,250.0
20028,16510,2023-01-16 08:03:51,150.0
20044,16510,2023-01-16 18:59:21,150.0
20049,16617,2023-01-17 05:33:42,250.0
20052,16510,2023-01-17 06:31:21,150.0
20137,16617,2023-01-17 12:54:55,250.0
20144,16617,2023-01-17 14:29:00,250.0
20155,16510,2023-01-17 17:03:33,150.0
20162,16617,2023-01-17 19:26:27,250.0
20166,16617,2023-01-18 02:54:21,250.0
20174,16510,2023-01-18 06:13:35,150.0
20181,16617,2023-01-18 09:16:14,250.0
20191,16617,2023-01-18 13:45:05,250.0
20205,16510,2023-01-19 02:47:40,150.0
20235,16510,2023-01-20 07:31:04,150.0
20245,16510,2023-01-20 13:39:07,150.0
20246,16510,2023-01-20 14:43:45,150.0
20251,16617,2023-01-20 19:50:57,250.0
20253,16510,2023-01-21 04:49:34,150.0
20257,16617,2023-01-21 07:03:38,250.0
20267,16510,2023-01-21 15:56:26,150.0
20280,16510,2023-01-22 05:41:25,150.0
20281,16510,2023-01-22 05:43:19,150.0
20282,16617,2023-01-22 06:34:33,250.0
20328,16510,2023-01-25 01:26:36,150.0
20457,16617,2023-01-25 12:11:51,250.0
20461,16617,2023-01-25 14:01:35,250.0
20462,16617,2023-01-25 14:51:09,250.0
20471,16510,2023-01-25 17:00:05,150.0
20474,16617,2023-01-25 17:35:11,250.0
20475,16510,2023-01-25 18:06:29,150.0
20479,16510,2023-01-25 18:50:44,150.0
20480,16617,2023-01-25 21:57:56,250.0
20486,16617,2023-01-26 05:05:33,250.0
20496,16510,2023-01-26 11:15:31,150.0
20502,16510,2023-01-26 15:34:07,150.0
20506,16510,2023-01-26 16:51:00,150.0
20508,16510,2023-01-26 18:04:08,150.0
20515,16510,2023-01-27 06:57:12,150.0
20587,16617,2023-01-27 13:10:19,250.0
20594,16510,2023-01-27 15:42:27,150.0
20608,16510,2023-01-27 19:17:19,150.0
20612,16617,2023-01-28 03:55:44,250.0
20615,16510,2023-01-28 08:10:36,150.0
20616,16617,2023-01-28 09:15:26,250.0
20620,16510,2023-01-28 15:45:17,150.0
20621,16617,2023-01-28 15:55:36,250.0
20627,16510,2023-01-29 03:12:07,150.0
20630,16510,2023-01-29 04:29:34,150.0
20638,16510,2023-01-29 12:15:36,150.0
20640,16510,2023-01-29 14:00:46,150.0
20642,16510,2023-01-29 14:46:02,150.0
20653,16617,2023-01-30 04:30:01,250.0
20659,16510,2023-01-30 07:10:35,150.0
20679,16617,2023-01-30 19:43:27,250.0
20681,16510,2023-01-30 20:35:12,150.0
20687,16617,2023-01-31 01:18:57,250.0
20721,16510,2023-01-31 10:29:51,150.0
20809,16510,2023-01-31 18:18:41,150.0
20813,16510,2023-01-31 21:26:56,150.0
20848,16617,2023-02-01 10:57:55,250.0
20862,20861,2023-02-01 12:32:48,56.0
20863,20861,2023-02-01 12:34:50,104.8
20864,20861,2023-02-01 12:37:11,62.0
20868,16617,2023-02-01 13:18:34,250.0
20877,20861,2023-02-01 14:31:50,52.0
20878,16617,2023-02-01 14:32:00,250.0
20878,20861,2023-02-01 14:32:00,180.0
20880,20861,2023-02-01 14:38:10,62.8
20881,20861,2023-02-01 14:40:27,82.0
20886,16617,2023-02-01 15:26:21,250.0
20891,16617,2023-02-01 17:44:02,250.0
20893,16617,2023-02-01 18:13:02,250.0
20900,16617,2023-02-02 04:22:11,250.0
20905,16617,2023-02-02 07:40:29,250.0
20909,16510,2023-02-02 09:47:46,150.0
20971,16510,2023-02-02 15:19:45,150.0
20975,16617,2023-02-02 16:18:20,250.0
20980,16617,2023-02-02 17:37:31,250.0
20981,16510,2023-02-02 18:03:22,150.0
20999,16510,2023-02-03 06:50:07,150.0
21000,16617,2023-02-03 07:24:17,250.0
21002,16510,2023-02-03 07:52:30,150.0
21015,16617,2023-02-03 14:46:43,250.0
21016,20685,2023-02-03 15:05:14,50.0
21021,16510,2023-02-03 15:49:34,150.0
21022,16510,2023-02-03 16:52:31,150.0
21034,16617,2023-02-04 05:44:07,250.0
21048,16510,2023-02-04 14:13:00,150.0
21065,16617,2023-02-05 02:36:55,250.0
21074,16617,2023-02-05 07:24:36,250.0
21082,16510,2023-02-05 10:54:39,150.0
21083,16510,2023-02-05 11:01:42,150.0
21114,16510,2023-02-06 07:13:49,150.0
21204,16510,2023-02-06 23:09:05,150.0
21212,16510,2023-02-07 06:30:10,150.0
21274,16617,2023-02-08 01:19:39,250.0
21283,16617,2023-02-08 08:15:21,250.0
21361,21354,2023-02-08 16:08:20,100.0
21365,21354,2023-02-08 16:59:58,100.0
21370,16617,2023-02-08 20:14:46,250.0
21376,21300,2023-02-09 04:14:09,100.0
21377,21354,2023-02-09 04:25:04,100.0
21379,16617,2023-02-09 05:52:34,250.0
21391,16510,2023-02-09 19:21:35,150.0
21402,16617,2023-02-10 02:20:06,250.0
21416,16617,2023-02-10 15:42:23,250.0
21417,16617,2023-02-10 16:14:36,250.0
21422,16510,2023-02-10 22:20:09,150.0
21424,16510,2023-02-11 04:00:28,150.0
21426,16617,2023-02-11 04:30:30,250.0
21435,16510,2023-02-11 11:48:35,150.0
21440,21439,2023-02-11 14:49:08,100.0
21456,16617,2023-02-12 10:39:52,250.0
21572,21364,2023-02-12 13:56:11,100.0
21576,21439,2023-02-12 14:13:39,100.0
21577,16510,2023-02-12 14:23:06,150.0
21582,21294,2023-02-12 15:21:12,100.0
21583,21245,2023-02-12 15:25:07,100.0
21596,16510,2023-02-13 05:02:11,150.0
21598,16617,2023-02-13 07:08:38,250.0
21603,16617,2023-02-13 10:09:26,250.0
21609,21300,2023-02-13 12:29:29,100.0
21611,16617,2023-02-13 13:26:12,250.0
21626,16617,2023-02-14 03:22:48,250.0
21632,16510,2023-02-14 07:10:55,150.0
21633,16510,2023-02-14 08:48:41,150.0
21640,16510,2023-02-14 12:04:29,150.0
21643,16510,2023-02-14 13:19:38,150.0
21653,21439,2023-02-14 18:46:21,100.0
21654,16617,2023-02-14 18:55:21,250.0
21658,16617,2023-02-15 07:42:34,250.0
21663,21439,2023-02-15 13:08:32,100.0
21669,16510,2023-02-15 18:00:30,150.0
21679,16617,2023-02-16 06:41:37,250.0
21683,16510,2023-02-16 09:27:49,150.0
21756,21347,2023-02-16 12:06:26,100.0
21759,16510,2023-02-16 12:49:57,150.0
21774,21439,2023-02-16 17:02:29,100.0
21775,16510,2023-02-16 17:04:18,150.0
21779,21439,2023-02-16 17:59:22,100.0
21782,16617,2023-02-16 19:44:47,250.0
21789,16510,2023-02-17 05:03:12,150.0
21792,16510,2023-02-17 07:10:04,150.0
21802,21364,2023-02-17 13:18:47,100.0
21805,16510,2023-02-17 13:54:53,150.0
